label, instruction count (core 0), privileged instruction count (core 0), cache stats ...
label, instruction count (core 0), privileged instruction count (core 0), cache stats ...
47806, 677529824, 651054051, I$, 4087544364, 0, 1384304414, 0, 3135276, 0, 0, 0.002265, D$, 2088416629, 995406275, 314557637, 154289775, 2843975, 3521337, 4697777, 0.013577, L2$, 608037632, 300657728, 9500588, 4697777, 4388793, 94696, 3492924, 0.315775, 
47806, 677607322, 651068440, I$, 4088035000, 0, 1384461749, 0, 3135699, 0, 0, 0.002265, D$, 2088643974, 995491927, 314602932, 154308109, 2844300, 3521567, 4698096, 0.013576, L2$, 608100224, 300678144, 9501566, 4698096, 4389029, 94700, 3493016, 0.315763, 
47806, 677610010, 651071128, I$, 4088050728, 0, 1384467248, 0, 3135783, 0, 0, 0.002265, D$, 2088652461, 995497109, 314604174, 154308854, 2844343, 3521573, 4698121, 0.013576, L2$, 608108736, 300679744, 9501699, 4698121, 4389106, 94700, 3493046, 0.315765, 
47806, 677685235, 651084258, I$, 4088528682, 0, 1384619970, 0, 3135910, 0, 0, 0.002265, D$, 2088871649, 995578530, 314648158, 154326605, 2844544, 3521679, 4698304, 0.013575, L2$, 608136512, 300691456, 9502133, 4698304, 4389119, 94702, 3493049, 0.315752, 
47806, 677687917, 651086940, I$, 4088544384, 0, 1384625460, 0, 3135946, 0, 0, 0.002265, D$, 2088880115, 995583719, 314649397, 154327350, 2844569, 3521682, 4698319, 0.013575, L2$, 608140608, 300692416, 9502197, 4698319, 4389121, 94703, 3493050, 0.315751, 
47806, 677762805, 651099733, I$, 4089020388, 0, 1384777504, 0, 3136006, 0, 0, 0.002265, D$, 2089098713, 995664768, 314693287, 154345047, 2844719, 3521760, 4698457, 0.013573, L2$, 608159040, 300701248, 9502485, 4698457, 4389121, 94703, 3493050, 0.315741, 
47806, 677765487, 651102415, I$, 4089036090, 0, 1384782997, 0, 3136026, 0, 0, 0.002265, D$, 2089107180, 995669954, 314694527, 154345793, 2844735, 3521764, 4698467, 0.013573, L2$, 608161600, 300701888, 9502525, 4698467, 4389122, 94703, 3493051, 0.315740, 
47806, 677840441, 651115274, I$, 4089512488, 0, 1384935179, 0, 3136066, 0, 0, 0.002264, D$, 2089325992, 995751074, 314738451, 154363503, 2844846, 3521837, 4698587, 0.013572, L2$, 608175936, 300709568, 9502749, 4698587, 4389124, 94703, 3493052, 0.315733, 
47806, 677843129, 651117962, I$, 4089528214, 0, 1384940678, 0, 3136083, 0, 0, 0.002264, D$, 2089334479, 995756264, 314739693, 154364249, 2844864, 3521839, 4698601, 0.013572, L2$, 608178304, 300710464, 9502786, 4698601, 4389124, 94703, 3493052, 0.315732, 
47806, 677918083, 651130821, I$, 4090004614, 0, 1385092859, 0, 3136124, 0, 0, 0.002264, D$, 2089553291, 995837373, 314783618, 154381959, 2844985, 3521903, 4698721, 0.013571, L2$, 608192768, 300718144, 9503012, 4698721, 4389124, 94703, 3493052, 0.315724, 
47806, 677920771, 651133509, I$, 4090020336, 0, 1385098356, 0, 3136136, 0, 0, 0.002264, D$, 2089561761, 995842566, 314784857, 154382704, 2845002, 3521908, 4698732, 0.013571, L2$, 608194944, 300718848, 9503046, 4698732, 4389124, 94703, 3493052, 0.315723, 
47806, 677995662, 651146305, I$, 4090496346, 0, 1385250403, 0, 3136168, 0, 0, 0.002264, D$, 2089780366, 995923619, 314828748, 154400402, 2845123, 3521982, 4698855, 0.013569, L2$, 608209472, 300726720, 9503273, 4698855, 4389126, 94703, 3493053, 0.315715, 
47806, 677998344, 651148987, I$, 4090512048, 0, 1385255896, 0, 3136174, 0, 0, 0.002264, D$, 2089788833, 995928805, 314829988, 154401148, 2845139, 3521985, 4698866, 0.013569, L2$, 608211072, 300727424, 9503298, 4698866, 4389126, 94703, 3493053, 0.315714, 
47806, 678073301, 651161849, I$, 4090988444, 0, 1385408078, 0, 3136216, 0, 0, 0.002264, D$, 2090007631, 996009933, 314873909, 154418859, 2845242, 3522046, 4698970, 0.013568, L2$, 608224256, 300734080, 9503504, 4698970, 4389126, 94703, 3493053, 0.315708, 
47806, 678075989, 651164537, I$, 4091004172, 0, 1385413577, 0, 3136225, 0, 0, 0.002264, D$, 2090016118, 996015115, 314875151, 154419604, 2845256, 3522047, 4698978, 0.013568, L2$, 608225792, 300734592, 9503528, 4698978, 4389126, 94703, 3493053, 0.315707, 
47806, 678150946, 651177399, I$, 4091480568, 0, 1385565759, 0, 3136252, 0, 0, 0.002264, D$, 2090234928, 996096232, 314919074, 154437315, 2845355, 3522119, 4699085, 0.013566, L2$, 608238464, 300741440, 9503726, 4699085, 4389126, 94703, 3493053, 0.315700, 
47806, 678153634, 651180087, I$, 4091496288, 0, 1385571255, 0, 3136264, 0, 0, 0.002264, D$, 2090243403, 996101422, 314920315, 154438061, 2845369, 3522122, 4699097, 0.013566, L2$, 608240320, 300742208, 9503755, 4699097, 4389126, 94703, 3493053, 0.315699, 
47806, 678228525, 651192883, I$, 4091972288, 0, 1385723299, 0, 3136289, 0, 0, 0.002263, D$, 2090461999, 996182475, 314964204, 154455759, 2845478, 3522191, 4699199, 0.013565, L2$, 608253312, 300748736, 9503958, 4699199, 4389126, 94704, 3493053, 0.315692, 
47806, 678231207, 651195565, I$, 4091987996, 0, 1385728793, 0, 3136298, 0, 0, 0.002263, D$, 2090470458, 996187657, 314965442, 154456504, 2845491, 3522192, 4699209, 0.013565, L2$, 608254784, 300749376, 9503981, 4699209, 4389126, 94704, 3493053, 0.315692, 
